index,Company,TypeName,Inches,ScreenResolution,Cpu,ram,Memory,memory_space,memory_type,extend_memory,gpu_brand,OpSys,gpu_name,Weight,price,extend_memory_type
460,Acer,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 940MX",2.23,28984,NULL
461,Acer,Netbook,12.0,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 400",1.4,23177,NULL
462,Asus,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.37,39907,NULL
463,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,AMD,NA," Radeon R7 M460",1.5,42571,NULL
464,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7820HQ 2.9GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," Quadro M2200M",2.67,111355,NULL
465,Asus,Notebook,16.0,1366x768,"Intel Pentium Quad Core N4200 1.1GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 500",2,16197,NULL
466,Acer,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Nvidia,windows," GeForce GTX 940MX",2.2,24988,NULL
467,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"2TB HDD",2TB," HDD",NULL,AMD,windows," Radeon 530",2.02,40440,NULL
468,HP,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce GTX 1060",3.78,90523,NULL
469,Lenovo,Ultrabook,14.0,"IPS Panel Quad HD+ 2560x1440","Intel Core i7 6600U 2.6GHz",12,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",1.4,98994,NULL
470,HP,"2 in 1 Convertible",13.0,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i7 8550U 1.8GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.29,106507,NULL
471,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"500GB HDD",500GB," HDD",NULL,AMD,windows," FirePro W4190M ",1.9,61485,NULL
472,Google,Ultrabook,12.0,"Touchscreen 2400x1600","Intel Core i5 7Y57 1.2GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,others," HD Graphics 615",1.1,67932,NULL
473,Dell,Ultrabook,13.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.42,98134,NULL
474,Asus,Notebook,16.0,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 6700HQ 2.6GHz",12,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Intel,windows," HD Graphics 530",2.06,69211,HDD
475,Dell,Notebook,14.0,1366x768,"Intel Core i3 6100U 2.3GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",1.79,39427,NULL
476,Dell,Workstation,14.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," Quadro M1200",1.78,128298,NULL
477,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"180GB SSD",180GB," SSD",NULL,Intel,windows," HD Graphics 620",1.7,72674,NULL
479,Toshiba,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.05,89084,NULL
480,Dell,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce 940MX",2.16,67239,NULL
481,Dell,Notebook,16.0,1366x768,"Intel Core i3 7100U 2.4GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.18,31254,NULL
482,HP,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.49,38681,NULL
483,Chuwi,Notebook,16.0,"Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz",4,"64GB Flash Storage",64GB," Flash Storage",NULL,Intel,windows," HD Graphics",1.89,13261,NULL
484,Lenovo,Notebook,16.0,1366x768,"Intel Core i3 6006U 2.0GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",2.3,30103,NULL
485,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.75,55891,NULL
486,Dell,Workstation,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HQ 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," Quadro M620",2.17,124569,NULL
487,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX 1050",2.06,101179,NULL
488,Lenovo,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.36,95797,NULL
489,Asus,Ultrabook,13.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",0.91,103896,NULL
490,Lenovo,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 940MX",2.3,53919,NULL
491,Toshiba,Ultrabook,13.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",32,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.05,149131,NULL
492,Asus,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",1.99,71928,HDD
493,Acer,Notebook,16.0,1366x768,"AMD A10-Series 9620P 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon RX 540",2.2,30849,NULL
494,Asus,Gaming,17.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 6700HQ 2.6GHz",24,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 965M",4.33,67612,HDD
495,Lenovo,Ultrabook,13.0,"IPS Panel 1366x768","Intel Core i5 6200U 2.3GHz",8,"180GB SSD",180GB," SSD",NULL,Intel,windows," HD Graphics 520",1.3,58555,NULL
496,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",2.17,47893,NULL
497,HP,Notebook,14.0,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",8,"1TB SSD",1TB," SSD",NULL,Intel,windows," HD Graphics 620",1.48,93187,NULL
498,Lenovo,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.4,50563,NULL
499,Lenovo,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.3,48538,NULL
500,Asus,Netbook,12.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4,"64GB Flash Storage",64GB," Flash Storage",NULL,Intel,windows," HD Graphics 500",1.2,18115,NULL
501,HP,Notebook,16.0,1366x768,"Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 520",1.91,32980,NULL
502,Lenovo,"2 in 1 Convertible",14.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.4,85195,NULL
503,Lenovo,Notebook,14.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 500",2.1,15931,NULL
504,Lenovo,Netbook,12.0,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4,"16GB SSD",16GB," SSD",NULL,Intel,others," HD Graphics 400",1.25,14119,NULL
505,Lenovo,Notebook,13.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.44,50563,NULL
506,Asus,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Intel,windows," HD Graphics 620",2,65215,HDD
507,Acer,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce MX150",2.2,32661,NULL
508,HP,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.34,70489,NULL
509,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,NA," GeForce GTX 1060",2.4,61219,HDD
510,Dell,Ultrabook,13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.29,47899,NULL
511,Acer,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4,"500GB HDD",500GB," HDD",NULL,Nvidia,windows," GeForce 940MX",2.2,34046,NULL
512,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.18,44542,NULL
513,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD +  2TB HDD",256GB," SSD   ",2TB,AMD,windows," Radeon 530",2.2,64961,HDD
514,Xiaomi,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 8550U 1.8GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,NA," GeForce MX150",1.95,74589,NULL
515,Asus,Netbook,12.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",2,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics 500",1.1,13054,NULL
516,HP,Notebook,16.0,"Touchscreen 1366x768","Intel Core i5 8250U 1.6GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,windows," UHD Graphics 620",2.04,27784,NULL
517,Asus,Gaming,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",24,"512GB SSD",512GB," SSD",NULL,Nvidia,windows," GeForce GTX1080",2.24,158135,NULL
518,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",2.04,47366,NULL
519,Asus,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX1050 Ti",3,80133,HDD
520,Lenovo,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",3.2,74539,HDD
521,HP,Ultrabook,13.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.32,74539,NULL
522,Dell,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7300U 2.6GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.64,68184,NULL
523,HP,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",1.63,36710,NULL
524,Dell,Notebook,17.0,"IPS Panel Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,AMD,linux," Radeon 530",2.8,47366,HDD
525,Lenovo,Notebook,24.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",2.02,71395,NULL
526,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",4,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 920MX",2.2,42571,NULL
527,Lenovo,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",8,"2TB HDD",2TB," HDD",NULL,Nvidia,NA," GeForce 920MX ",2.2,24456,NULL
528,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,windows," Radeon R5 M430",2.3,31169,NULL
529,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7440HQ 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.9,73367,NULL
530,Dell,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",4.42,160520,HDD
531,Toshiba,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.0,45821,NULL
532,Asus,Notebook,16.0,"IPS Panel 4K Ultra HD 3840x2160","Intel Core i7 7500U 2.7GHz",8,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 960M",2,69211,HDD
533,Mediacom,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz",4,"32GB SSD",32GB," SSD",NULL,Intel,windows," HD Graphics 500",1.2,19660,NULL
534,Asus,Gaming,16.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.3,87859,HDD
535,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",1.93,72940,NULL
536,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 530",2.2,42486,NULL
537,HP,Notebook,16.0,"Full HD 1920x1080","Intel Pentium Quad Core N3710 1.6GHz",4,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 405",1.86,21258,NULL
538,HP,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",12,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce GTX 1060",2.62,95851,NULL
539,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 940MX",1.87,45768,NULL
540,Dell,Ultrabook,13.0,"Quad HD+ / Touchscreen 3200x1800","Intel Core i7 8550U 1.8GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.2,74539,NULL
541,Dell,Notebook,14.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",1.6,39207,NULL
542,HP,Ultrabook,13.0,"IPS Panel Quad HD+ 3200x1800","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.34,61006,NULL
543,Acer,Gaming,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,linux," GeForce GTX 1050",2.4,42517,NULL
544,Asus,Notebook,16.0,1366x768,"AMD E-Series 7110 1.8GHz",4,"500GB HDD",500GB," HDD",NULL,AMD,windows," Radeon R2 Graphics",2,18595,NULL
545,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",2.1,37589,NULL
546,Lenovo,Notebook,14.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",1.87,41825,NULL
547,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 6200U 2.3GHz",4,"1TB HDD",1TB," HDD",NULL,Intel,NA," HD Graphics 520",2.15,24634,NULL
548,HP,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 520",1.86,21152,NULL
549,Lenovo,Notebook,16.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.99,92121,NULL
550,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 520",2.2,26587,NULL
551,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.9,59513,NULL
552,Dell,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",4.42,143803,HDD
553,HP,Notebook,17.0,1600x900,"Intel Core i3 6006U 2GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 520",2.65,28992,NULL
554,HP,Notebook,17.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"1TB HDD",1TB," HDD",NULL,Nvidia,windows," GeForce 930MX",2.63,68198,NULL
555,Asus,Notebook,16.0,1366x768,"Intel Celeron Dual Core N3350 1.1GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,linux," HD Graphics 500",2,11935,NULL
556,Mediacom,Notebook,13.0,"IPS Panel Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics",1.35,13586,NULL
557,Lenovo,Notebook,17.0,1600x900,"Intel Core i7 7500U 2.7GHz",6,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce 940MX",2.8,50563,HDD
558,HP,Notebook,16.0,"IPS Panel Full HD 1920x1080","AMD A10-Series A10-9620P 2.5GHz",6,"128GB SSD",128GB," SSD",NULL,AMD,windows," Radeon 530",1.91,30311,NULL
559,Dell,Notebook,16.0,1366x768,"Intel Core i3 6006U 2GHz",4,"1TB HDD",1TB," HDD",NULL,AMD,windows," Radeon R5 M420",2.18,32922,NULL
560,Acer,"2 in 1 Convertible",12.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Celeron Dual Core N3350 2.0GHz",4,"32GB Flash Storage",32GB," Flash Storage",NULL,Intel,windows," HD Graphics 500",1.25,18595,NULL
561,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i3 7130U 2.7GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",2.05,33566,NULL
562,HP,Ultrabook,13.0,"IPS Panel Quad HD+ / Touchscreen 3200x1800","Intel Core M 6Y75 1.2GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 515",1.16,104695,NULL
563,Lenovo,Notebook,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",8,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," Quadro M620M",3.4,159787,NULL
564,Asus,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.5,44702,HDD
565,Dell,Ultrabook,13.0,"IPS Panel 4K Ultra HD / Touchscreen 3840x2160","Intel Core i5 8250U 1.6GHz",8,"128GB SSD",128GB," SSD",NULL,Intel,windows," UHD Graphics 620",1.21,85195,NULL
566,Dell,Notebook,16.0,1366x768,"Intel Core i5 7300U 2.6GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",1.93,51096,NULL
568,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Pentium Quad Core N4200 1.1GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 505",2.2,18328,NULL
569,Lenovo,Notebook,14.0,1366x768,"Intel Core i5 7200U 2.5GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.02,52747,NULL
570,HP,Workstation,17.0,1600x900,"Intel Core i5 7440HQ 2.8GHz",8,"500GB HDD",500GB," HDD",NULL,Nvidia,windows," Quadro M1200",3.14,99154,NULL
571,HP,Notebook,14.0,1366x768,"Intel Pentium Quad Core N3710 1.6GHz",8,"2TB HDD",2TB," HDD",NULL,Intel,windows," HD Graphics 405",1.94,20726,NULL
572,HP,Notebook,16.0,"IPS Panel Full HD 1920x1080","AMD A9-Series A9-9420 3GHz",6,"256GB SSD",256GB," SSD",NULL,AMD,windows," Radeon 530",1.95,34579,NULL
573,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",2.3,44222,NULL
574,Lenovo,Notebook,16.0,"Full HD 1920x1080","Intel Core i5 8250U 1.6GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",2.05,36497,NULL
575,Mediacom,Notebook,14.0,"Full HD 1920x1080","Intel Atom x5-Z8350 1.44GHz",4,"32GB SSD",32GB," SSD",NULL,Intel,windows," HD Graphics",1.4,13267,NULL
576,Toshiba,Ultrabook,14.0,"Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",16,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.24,99367,NULL
577,Lenovo,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",32,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",4.6,141885,HDD
578,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 7820HK 2.9GHz",16,"512GB SSD +  1TB HDD",512GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1070",4.14,145401,HDD
579,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7500U 2.7GHz",8,"256GB SSD",256GB," SSD",NULL,AMD,linux," Radeon R5 M430",2.2,39907,NULL
580,Mediacom,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Celeron Quad Core N3450 1.1GHz",4,"32GB SSD",32GB," SSD",NULL,Intel,windows," HD Graphics 500",1.45,20726,NULL
581,Dell,Notebook,16.0,1366x768,"Intel Core i5 7300U 2.6GHz",8,"500GB HDD",500GB," HDD",NULL,Intel,windows," HD Graphics 620",1.9,53734,NULL
582,HP,Notebook,13.0,"Full HD 1920x1080","Intel Core i3 7100U 2.4GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 620",1.49,38308,NULL
583,Dell,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7600U 2.8GHz",16,"256GB SSD",256GB," SSD",NULL,Nvidia,windows," GeForce 930MX",1.93,81912,NULL
584,Dell,Netbook,12.0,1366x768,"Intel Celeron Dual Core N3060 1.6GHz",4,"16GB Flash Storage",16GB," Flash Storage",NULL,Intel,others," HD Graphics 400",1.26,15718,NULL
585,MSI,Gaming,17.0,"Full HD 1920x1080","Intel Core i7 6820HK 2.7GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 980M",4.5,125155,HDD
586,HP,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"256GB SSD +  1TB HDD",256GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",3.78,79813,HDD
587,Lenovo,Ultrabook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i7 6600U 2.6GHz",12,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 520",8.4,89137,NULL
588,Lenovo,Notebook,16.0,"Touchscreen 1366x768","Intel Core i7 8550U 1.8GHz",12,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 620",2.2,32448,NULL
589,Asus,Gaming,17.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1060",2.73,94306,HDD
590,Asus,"2 in 1 Convertible",16.0,"Touchscreen 1366x768","Intel Core i5 7200U 2.5GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 520",2.2,39374,NULL
591,Lenovo,Notebook,16.0,"Full HD 1920x1080","AMD A12-Series 9720P 3.6GHz",12,"512GB SSD",512GB," SSD",NULL,AMD,windows," Radeon 530",2.2,50563,NULL
592,Dell,"2 in 1 Convertible",32.0,"Touchscreen 1366x768","Intel Core M 7Y30 1.0GHz",4,"128GB SSD",128GB," SSD",NULL,Intel,windows," HD Graphics 615",1.39,32128,NULL
593,Samsung,Notebook,16.0,"Full HD 1920x1080","Intel Core i7 7700HQ 2.8GHz",16,"128GB SSD +  1TB HDD",128GB," SSD   ",1TB,Nvidia,windows," GeForce GTX 1050",2.5,90523,HDD
594,Lenovo,Notebook,17.0,"Full HD 1920x1080","Intel Core i3 6006U 2GHz",4,"500GB HDD",500GB," HDD",NULL,Intel,NA," HD Graphics 520",2.8,28185,NULL
595,Lenovo,Notebook,16.0,1366x768,"Intel Core i3 6100U 2.3GHz",8,"1TB HDD",1TB," HDD",NULL,Intel,windows," HD Graphics 520",2.29,24456,NULL
596,Lenovo,"2 in 1 Convertible",13.0,"IPS Panel Full HD / Touchscreen 1920x1080","Intel Core i7 7500U 2.7GHz",8,"512GB SSD",512GB," SSD",NULL,Intel,windows," HD Graphics 620",1.37,107892,NULL
597,Lenovo,Notebook,14.0,"IPS Panel Full HD 1920x1080","Intel Core i5 7300HQ 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 630",1.7,78535,NULL
598,Dell,"2 in 1 Convertible",13.0,"Full HD / Touchscreen 1920x1080","Intel Core i5 7200U 2.5GHz",8,"256GB SSD",256GB," SSD",NULL,Intel,windows," HD Graphics 620",1.34,88978,NULL
